Date_________JDUT, , , R.A._(ICRF), DEC_(ICRF),  Ang-diam,    NP.ang,  NP.dist,        TDB-UT,
**********************************************************************************************
$$SOE
2459318.500000000, , ,    22.20364,    9.30199,  1913.577,  333.9332, -952.076,     69.185651,
2459319.500000000, , ,    23.12766,    9.66160,  1913.045,  333.9906, -951.939,     69.185646,
2459320.500000000, , ,    24.05309,   10.01852,  1912.517,  334.0553, -951.804,     69.185640,
2459321.500000000, , ,    24.97999,   10.37267,  1911.993,  334.1274, -951.673,     69.185635,
2459322.500000000, ,m,    25.90841,   10.72393,  1911.473,  334.2068, -951.544,     69.185628,
2459323.500000000, ,m,    26.83840,   11.07222,  1910.957,  334.2936, -951.417,     69.185621,
2459324.500000000, ,m,    27.77001,   11.41744,  1910.444,  334.3878, -951.291,     69.185614,
2459325.500000000, ,m,    28.70331,   11.75949,  1909.935,  334.4893, -951.168,     69.185606,
2459326.500000000, ,m,    29.63832,   12.09829,  1909.428,  334.5981, -951.045,     69.185597,
2459327.500000000, ,m,    30.57513,   12.43373,  1908.923,  334.7143, -950.924,     69.185588,
2459328.500000000, ,m,    31.51376,   12.76573,  1908.421,  334.8377, -950.803,     69.185579,
2459329.500000000, ,m,    32.45430,   13.09421,  1907.920,  334.9686, -950.682,     69.185569,
2459330.500000000, ,m,    33.39679,   13.41908,  1907.420,  335.1067, -950.561,     69.185558,
2459331.500000000, ,m,    34.34130,   13.74025,  1906.921,  335.2521, -950.439,     69.185547,
2459332.500000000, ,m,    35.28789,   14.05765,  1906.423,  335.4048, -950.317,     69.185536,
2459333.500000000, ,m,    36.23662,   14.37119,  1905.927,  335.5648, -950.194,     69.185524,
2459334.500000000, ,m,    37.18755,   14.68080,  1905.431,  335.7321, -950.071,     69.185511,
2459335.500000000, ,m,    38.14073,   14.98640,  1904.938,  335.9065, -949.947,     69.185499,
2459336.500000000, , ,    39.09620,   15.28789,  1904.448,  336.0882, -949.823,     69.185486,
2459337.500000000, , ,    40.05400,   15.58521,  1903.961,  336.2770, -949.699,     69.185472,
2459338.500000000, , ,    41.01417,   15.87825,  1903.478,  336.4730, -949.576,     69.185458,
2459339.500000000, , ,    41.97671,   16.16694,  1903.001,  336.6761, -949.453,     69.185444,
2459340.500000000, , ,    42.94166,   16.45118,  1902.529,  336.8863, -949.330,     69.185430,
2459341.500000000, , ,    43.90901,   16.73089,  1902.064,  337.1035, -949.209,     69.185415,
2459342.500000000, , ,    44.87878,   17.00598,  1901.605,  337.3278, -949.088,     69.185399,
2459343.500000000, , ,    45.85096,   17.27636,  1901.153,  337.5590, -948.969,     69.185384,
2459344.500000000, , ,    46.82556,   17.54194,  1900.709,  337.7971, -948.851,     69.185368,
2459345.500000000, , ,    47.80257,   17.80264,  1900.273,  338.0420, -948.734,     69.185352,
2459346.500000000, , ,    48.78198,   18.05836,  1899.845,  338.2938, -948.618,     69.185335,
2459347.500000000, , ,    49.76377,   18.30903,  1899.425,  338.5523, -948.503,     69.185318,
2459348.500000000, , ,    50.74792,   18.55455,  1899.013,  338.8174, -948.390,     69.185300,
2459349.500000000, , ,    51.73443,   18.79485,  1898.610,  339.0892, -948.277,     69.185282,
2459350.500000000, , ,    52.72325,   19.02984,  1898.214,  339.3675, -948.165,     69.185264,
2459351.500000000, ,m,    53.71438,   19.25944,  1897.827,  339.6522, -948.054,     69.185245,
2459352.500000000, ,m,    54.70777,   19.48357,  1897.447,  339.9433, -947.943,     69.185226,
2459353.500000000, ,m,    55.70341,   19.70217,  1897.075,  340.2407, -947.833,     69.185207,
2459354.500000000, ,m,    56.70125,   19.91515,  1896.709,  340.5443, -947.723,     69.185187,
2459355.500000000, ,m,    57.70128,   20.12244,  1896.351,  340.8540, -947.612,     69.185166,
2459356.500000000, ,m,    58.70345,   20.32398,  1895.998,  341.1698, -947.500,     69.185146,
2459357.500000000, ,m,    59.70773,   20.51969,  1895.651,  341.4915, -947.388,     69.185125,
2459358.500000000, ,m,    60.71410,   20.70952,  1895.308,  341.8190, -947.274,     69.185103,
2459359.500000000, ,m,    61.72254,   20.89341,  1894.971,  342.1523, -947.159,     69.185081,
2459360.500000000, ,m,    62.73301,   21.07130,  1894.638,  342.4913, -947.042,     69.185059,
2459361.500000000, ,m,    63.74549,   21.24312,  1894.308,  342.8359, -946.923,     69.185036,
2459362.500000000, ,m,    64.75996,   21.40884,  1893.984,  343.1859, -946.802,     69.185014,
2459363.500000000, ,m,    65.77638,   21.56840,  1893.663,  343.5412, -946.680,     69.184990,
2459364.500000000, ,m,    66.79472,   21.72174,  1893.348,  343.9018, -946.555,     69.184967,
2459365.500000000, , ,    67.81494,   21.86882,  1893.039,  344.2676, -946.430,     69.184944,
2459366.500000000, , ,    68.83697,   22.00958,  1892.735,  344.6383, -946.304,     69.184920,
2459367.500000000, , ,    69.86075,   22.14397,  1892.439,  345.0140, -946.177,     69.184896,
2459368.500000000, , ,    70.88623,   22.27195,  1892.150,  345.3944, -946.049,     69.184872,
2459369.500000000, , ,    71.91332,   22.39346,  1891.870,  345.7794, -945.922,     69.184848,
2459370.500000000, , ,    72.94194,   22.50845,  1891.598,  346.1690, -945.794,     69.184823,
2459371.500000000, , ,    73.97201,   22.61689,  1891.336,  346.5629, -945.667,     69.184798,
2459372.500000000, , ,    75.00345,   22.71873,  1891.083,  346.9611,  945.541,     69.184774,
2459373.500000000, , ,    76.03616,   22.81393,  1890.839,  347.3634,  945.415,     69.184749,
2459374.500000000, , ,    77.07004,   22.90246,  1890.606,  347.7696,  945.290,     69.184723,
2459375.500000000, , ,    78.10499,   22.98427,  1890.384,  348.1796,  945.167,     69.184698,
2459376.500000000, , ,    79.14092,   23.05933,  1890.172,  348.5932,  945.044,     69.184672,
2459377.500000000, , ,    80.17772,   23.12763,  1889.970,  349.0103,  944.922,     69.184647,
2459378.500000000, , ,    81.21527,   23.18912,  1889.780,  349.4308,  944.802,     69.184621,
2459379.500000000, , ,    82.25348,   23.24378,  1889.599,  349.8544,  944.683,     69.184594,
2459380.500000000, , ,    83.29224,   23.29161,  1889.429,  350.2810,  944.565,     69.184568,
2459381.500000000, ,m,    84.33143,   23.33257,  1889.269,  350.7104,  944.448,     69.184541,
2459382.500000000, ,m,    85.37095,   23.36665,  1889.119,  351.1425,  944.332,     69.184515,
2459383.500000000, ,m,    86.41069,   23.39385,  1888.978,  351.5771,  944.216,     69.184488,
2459384.500000000, ,m,    87.45055,   23.41416,  1888.845,  352.0140,  944.101,     69.184460,
2459385.500000000, ,m,    88.49043,   23.42758,  1888.721,  352.4532,  943.986,     69.184433,
2459386.500000000, ,m,    89.53023,   23.43410,  1888.604,  352.8943,  943.872,     69.184405,
2459387.500000000, ,m,    90.56987,   23.43373,  1888.494,  353.3374,  943.756,     69.184378,
2459388.500000000, ,m,    91.60926,   23.42648,  1888.391,  353.7822,  943.641,     69.184350,
2459389.500000000, ,m,    92.64832,   23.41235,  1888.293,  354.2285,  943.525,     69.184322,
2459390.500000000, ,m,    93.68698,   23.39136,  1888.201,  354.6762,  943.408,     69.184293,
2459391.500000000, ,m,    94.72517,   23.36352,  1888.115,  355.1252,  943.291,     69.184265,
2459392.500000000, ,m,    95.76281,   23.32883,  1888.035,  355.5753,  943.174,     69.184237,
2459393.500000000, ,m,    96.79982,   23.28733,  1887.962,  356.0264,  943.057,     69.184208,
2459394.500000000, ,m,    97.83613,   23.23903,  1887.895,  356.4782,  942.939,     69.184180,
2459395.500000000, , ,    98.87166,   23.18394,  1887.836,  356.9307,  942.823,     69.184152,
2459396.500000000, , ,    99.90631,   23.12209,  1887.784,  357.3837,  942.708,     69.184123,
2459397.500000000, , ,   100.94000,   23.05350,  1887.742,  357.8370,  942.593,     69.184095,
2459398.500000000, , ,   101.97264,   22.97820,  1887.708,  358.2905,  942.481,     69.184067,
2459399.500000000, , ,   103.00413,   22.89623,  1887.683,  358.7440,  942.371,     69.184039,
2459400.500000000, , ,   104.03440,   22.80760,  1887.668,  359.1973,  942.263,     69.184010,
2459401.500000000, , ,   105.06333,   22.71236,  1887.663,  359.6504,  942.157,     69.183982,
2459402.500000000, , ,   106.09086,   22.61054,  1887.669,    0.1030,  942.055,     69.183954,
2459403.500000000, , ,   107.11687,   22.50219,  1887.686,    0.5551,  941.955,     69.183926,
2459404.500000000, , ,   108.14130,   22.38734,  1887.714,    1.0064,  941.859,     69.183898,
2459405.500000000, , ,   109.16404,   22.26604,  1887.753,    1.4568,  941.767,     69.183870,
2459406.500000000, , ,   110.18501,   22.13834,  1887.803,    1.9061,  941.678,     69.183842,
2459407.500000000, , ,   111.20412,   22.00429,  1887.864,    2.3542,  941.594,     69.183815,
2459408.500000000, , ,   112.22131,   21.86394,  1887.937,    2.8010,  941.513,     69.183787,
2459409.500000000, , ,   113.23647,   21.71735,  1888.020,    3.2463,  941.436,     69.183759,
2459410.500000000, , ,   114.24955,   21.56458,  1888.114,    3.6900,  941.363,     69.183731,
2459411.500000000, ,m,   115.26047,   21.40569,  1888.218,    4.1319,  941.294,     69.183703,
2459412.500000000, ,m,   116.26918,   21.24074,  1888.332,    4.5719,  941.229,     69.183676,
2459413.500000000, ,m,   117.27561,   21.06979,  1888.455,    5.0099,  941.167,     69.183648,
2459414.500000000, ,m,   118.27972,   20.89292,  1888.586,    5.4457,  941.108,     69.183620,
2459415.500000000, ,m,   119.28147,   20.71018,  1888.724,    5.8792,  941.052,     69.183592,
2459416.500000000, ,m,   120.28083,   20.52166,  1888.870,    6.3104,  941.000,     69.183565,
2459417.500000000, ,m,   121.27778,   20.32740,  1889.022,    6.7391,  940.950,     69.183537,
2459418.500000000, ,m,   122.27230,   20.12750,  1889.180,    7.1653,  940.903,     69.183510,
2459419.500000000, ,m,   123.26440,   19.92200,  1889.344,    7.5887,  940.859,     69.183483,
2459420.500000000, ,m,   124.25405,   19.71099,  1889.513,    8.0093,  940.817,     69.183455,
2459421.500000000, ,m,   125.24127,   19.49452,  1889.689,    8.4271,  940.778,     69.183428,
2459422.500000000, ,m,   126.22605,   19.27267,  1889.870,    8.8418,  940.743,     69.183401,
2459423.500000000, ,m,   127.20838,   19.04552,  1890.057,    9.2535,  940.711,     69.183375,
2459424.500000000, ,m,   128.18827,   18.81313,  1890.251,    9.6620,  940.683,     69.183348,
2459425.500000000, ,m,   129.16571,   18.57557,  1890.452,   10.0672,  940.659,     69.183322,
2459426.500000000, , ,   130.14070,   18.33292,  1890.661,   10.4690,  940.640,     69.183296,
2459427.500000000, , ,   131.11323,   18.08526,  1890.877,   10.8674,  940.626,     69.183271,
2459428.500000000, , ,   132.08331,   17.83266,  1891.102,   11.2623,  940.617,     69.183245,
2459429.500000000, , ,   133.05094,   17.57520,  1891.336,   11.6535,  940.613,     69.183220,
2459430.500000000, , ,   134.01610,   17.31297,  1891.578,   12.0411,  940.615,     69.183195,
2459431.500000000, , ,   134.97881,   17.04604,  1891.830,   12.4248,  940.623,     69.183171,
2459432.500000000, , ,   135.93907,   16.77449,  1892.091,   12.8046,  940.638,     69.183147,
2459433.500000000, , ,   136.89688,   16.49842,  1892.362,   13.1805,  940.659,     69.183123,
2459434.500000000, , ,   137.85224,   16.21790,  1892.644,   13.5524,  940.687,     69.183099,
2459435.500000000, , ,   138.80516,   15.93302,  1892.935,   13.9201,  940.723,     69.183076,
2459436.500000000, , ,   139.75564,   15.64388,  1893.237,   14.2835,  940.765,     69.183052,
2459437.500000000, , ,   140.70370,   15.35056,  1893.548,   14.6427,  940.815,     69.183029,
2459438.500000000, , ,   141.64935,   15.05315,  1893.870,   14.9976,  940.871,     69.183007,
2459439.500000000, , ,   142.59260,   14.75174,  1894.200,   15.3479,  940.935,     69.182984,
2459440.500000000, , ,   143.53348,   14.44644,  1894.540,   15.6938,  941.006,     69.182962,
2459441.500000000, ,m,   144.47200,   14.13732,  1894.888,   16.0351,  941.084,     69.182940,
2459442.500000000, ,m,   145.40822,   13.82449,  1895.243,   16.3718,  941.168,     69.182918,
2459443.500000000, ,m,   146.34217,   13.50802,  1895.605,   16.7038,  941.258,     69.182897,
2459444.500000000, ,m,   147.27389,   13.18802,  1895.973,   17.0310,  941.355,     69.182875,
2459445.500000000, ,m,   148.20344,   12.86456,  1896.346,   17.3534,  941.457,     69.182854,
2459446.500000000, ,m,   149.13089,   12.53774,  1896.725,   17.6710,  941.565,     69.182833,
2459447.500000000, ,m,   150.05630,   12.20763,  1897.107,   17.9837,  941.678,     69.182813,
2459448.500000000, ,m,   150.97974,   11.87433,  1897.493,   18.2914,  941.797,     69.182793,
2459449.500000000, ,m,   151.90128,   11.53791,  1897.883,   18.5940,  941.921,     69.182773,
2459450.500000000, ,m,   152.82100,   11.19846,  1898.277,   18.8917,  942.051,     69.182753,
2459451.500000000, ,m,   153.73897,   10.85605,  1898.675,   19.1842,  942.186,     69.182734,
2459452.500000000, ,m,   154.65526,   10.51077,  1899.076,   19.4715,  942.327,     69.182715,
2459453.500000000, ,m,   155.56994,   10.16271,  1899.482,   19.7536,  942.474,     69.182697,
2459454.500000000, ,m,   156.48308,    9.81194,  1899.892,   20.0305,  942.627,     69.182679,
2459455.500000000, ,m,   157.39476,    9.45855,  1900.307,   20.3021,  942.786,     69.182662,
2459456.500000000, ,m,   158.30503,    9.10263,  1900.727,   20.5683,  942.952,     69.182645,
2459457.500000000, , ,   159.21398,    8.74427,  1901.153,   20.8291,  943.125,     69.182628,
2459458.500000000, , ,   160.12166,    8.38355,  1901.584,   21.0844,  943.304,     69.182612,
2459459.500000000, , ,   161.02814,    8.02055,  1902.022,   21.3343,  943.491,     69.182596,
2459460.500000000, , ,   161.93348,    7.65538,  1902.466,   21.5786,  943.686,     69.182581,
2459461.500000000, , ,   162.83776,    7.28812,  1902.916,   21.8173,  943.888,     69.182567,
2459462.500000000, , ,   163.74103,    6.91886,  1903.374,   22.0503,  944.097,     69.182552,
2459463.500000000, , ,   164.64336,    6.54770,  1903.839,   22.2776,  944.315,     69.182538,
2459464.500000000, , ,   165.54480,    6.17473,  1904.311,   22.4991,  944.540,     69.182525,
2459465.500000000, , ,   166.44542,    5.80005,  1904.791,   22.7148,  944.774,     69.182512,
2459466.500000000, , ,   167.34528,    5.42376,  1905.277,   22.9247,  945.015,     69.182499,
2459467.500000000, , ,   168.24443,    5.04595,  1905.771,   23.1286,  945.265,     69.182487,
2459468.500000000, , ,   169.14294,    4.66673,  1906.272,   23.3265,  945.522,     69.182475,
2459469.500000000, , ,   170.04087,    4.28620,  1906.778,   23.5184,  945.786,     69.182464,
2459470.500000000, , ,   170.93831,    3.90445,  1907.289,   23.7042,  946.057,     69.182453,
2459471.500000000, ,m,   171.83531,    3.52158,  1907.805,   23.8840,  946.335,     69.182442,
2459472.500000000, ,m,   172.73198,    3.13768,  1908.324,   24.0575,  946.619,     69.182432,
2459473.500000000, ,m,   173.62838,    2.75285,  1908.846,   24.2249,  946.909,     69.182422,
2459474.500000000, ,m,   174.52462,    2.36717,  1909.371,   24.3860,  947.204,     69.182413,
2459475.500000000, ,m,   175.42079,    1.98074,  1909.897,   24.5408,  947.505,     69.182404,
2459476.500000000, ,m,   176.31699,    1.59365,  1910.424,   24.6893,  947.810,     69.182395,
2459477.500000000, ,m,   177.21331,    1.20597,  1910.951,   24.8315,  948.119,     69.182387,
2459478.500000000, ,m,   178.10985,    0.81780,  1911.479,   24.9671,  948.433,     69.182379,
2459479.500000000, ,m,   179.00672,    0.42921,  1912.007,   25.0963,  948.751,     69.182371,
2459480.500000000, ,m,   179.90401,    0.04031,  1912.534,   25.2190,  949.073,     69.182365,
2459481.500000000, ,m,   180.80183,   -0.34883,  1913.063,   25.3351,  949.400,     69.182358,
2459482.500000000, ,m,   181.70026,   -0.73811,  1913.591,   25.4447,  949.730,     69.182352,
2459483.500000000, ,m,   182.59940,   -1.12745,  1914.120,   25.5475,  950.064,     69.182347,
2459484.500000000, ,m,   183.49934,   -1.51675,  1914.649,   25.6437,  950.403,     69.182342,
2459485.500000000, ,m,   184.40018,   -1.90593,  1915.179,   25.7331,  950.746,     69.182338,
2459486.500000000, ,m,   185.30200,   -2.29489,  1915.711,   25.8157,  951.093,     69.182334,
2459487.500000000, , ,   186.20489,   -2.68353,  1916.244,   25.8915,  951.444,     69.182331,
2459488.500000000, , ,   187.10894,   -3.07176,  1916.778,   25.9604,  951.799,     69.182329,
2459489.500000000, , ,   188.01422,   -3.45949,  1917.315,   26.0224,  952.159,     69.182327,
2459490.500000000, , ,   188.92081,   -3.84661,  1917.854,   26.0774,  952.523,     69.182325,
2459491.500000000, , ,   189.82880,   -4.23301,  1918.396,   26.1254,  952.892,     69.182324,
2459492.500000000, , ,   190.73826,   -4.61861,  1918.940,   26.1663,  953.265,     69.182324,
2459493.500000000, , ,   191.64925,   -5.00328,  1919.488,   26.2000,  953.643,     69.182324,
2459494.500000000, , ,   192.56184,   -5.38692,  1920.039,   26.2266,  954.025,     69.182324,
2459495.500000000, , ,   193.47609,   -5.76943,  1920.594,   26.2460,  954.412,     69.182325,
2459496.500000000, , ,   194.39206,   -6.15068,  1921.151,   26.2581,  954.802,     69.182327,
2459497.500000000, , ,   195.30983,   -6.53057,  1921.711,   26.2629,  955.196,     69.182329,
2459498.500000000, , ,   196.22945,   -6.90899,  1922.272,   26.2604,  955.593,     69.182331,
2459499.500000000, , ,   197.15100,   -7.28582,  1922.835,   26.2506,  955.993,     69.182334,
2459500.500000000, ,m,   198.07454,   -7.66096,  1923.397,   26.2333,  956.395,     69.182338,
2459501.500000000, ,m,   199.00015,   -8.03431,  1923.959,   26.2086,  956.799,     69.182341,
2459502.500000000, ,m,   199.92792,   -8.40576,  1924.519,   26.1764,  957.203,     69.182345,
2459503.500000000, ,m,   200.85793,   -8.77520,  1925.078,   26.1367,  957.608,     69.182350,
2459504.500000000, ,m,   201.79025,   -9.14254,  1925.633,   26.0895,  958.013,     69.182355,
2459505.500000000, ,m,   202.72497,   -9.50768,  1926.185,   26.0347,  958.417,     69.182360,
2459506.500000000, ,m,   203.66218,   -9.87051,  1926.733,   25.9722,  958.821,     69.182366,
2459507.500000000, ,m,   204.60196,  -10.23093,  1927.277,   25.9021,  959.224,     69.182372,
2459508.500000000, ,m,   205.54439,  -10.58884,  1927.817,   25.8244,  959.625,     69.182379,
2459509.500000000, ,m,   206.48955,  -10.94414,  1928.352,   25.7389,  960.025,     69.182387,
2459510.500000000, ,m,   207.43751,  -11.29673,  1928.882,   25.6458,  960.423,     69.182394,
2459511.500000000, ,m,   208.38836,  -11.64650,  1929.408,   25.5448,  960.819,     69.182403,
2459512.500000000, ,m,   209.34215,  -11.99335,  1929.929,   25.4361,  961.212,     69.182411,
2459513.500000000, ,m,   210.29897,  -12.33717,  1930.446,   25.3196,  961.604,     69.182421,
2459514.500000000, ,m,   211.25887,  -12.67786,  1930.958,   25.1953,  961.993,     69.182431,
2459515.500000000, ,m,   212.22192,  -13.01530,  1931.467,   25.0632,  962.381,     69.182441,
2459516.500000000, , ,   213.18816,  -13.34940,  1931.972,   24.9232,  962.765,     69.182452,
2459517.500000000, , ,   214.15766,  -13.68003,  1932.474,   24.7754,  963.148,     69.182463,
2459518.500000000, , ,   215.13046,  -14.00708,  1932.972,   24.6197,  963.528,     69.182475,
2459519.500000000, , ,   216.10660,  -14.33045,  1933.468,   24.4561,  963.906,     69.182488,
2459520.500000000, , ,   217.08612,  -14.65001,  1933.962,   24.2847,  964.281,     69.182501,
2459521.500000000, , ,   218.06904,  -14.96566,  1934.454,   24.1054,  964.654,     69.182514,
2459522.500000000, , ,   219.05538,  -15.27726,  1934.944,   23.9183,  965.026,     69.182528,
2459523.500000000, , ,   220.04516,  -15.58470,  1935.433,   23.7232,  965.394,     69.182543,
2459524.500000000, , ,   221.03839,  -15.88785,  1935.920,   23.5204,  965.761,     69.182557,
2459525.500000000, , ,   222.03506,  -16.18660,  1936.406,   23.3097,  966.124,     69.182573,
2459526.500000000, , ,   223.03517,  -16.48083,  1936.890,   23.0912,  966.484,     69.182588,
2459527.500000000, , ,   224.03873,  -16.77040,  1937.371,   22.8650,  966.841,     69.182604,
2459528.500000000, , ,   225.04574,  -17.05522,  1937.848,   22.6311,  967.194,     69.182621,
2459529.500000000, ,m,   226.05620,  -17.33516,  1938.321,   22.3895,  967.542,     69.182638,
2459530.500000000, ,m,   227.07012,  -17.61011,  1938.788,   22.1403,  967.884,     69.182655,
2459531.500000000, ,m,   228.08749,  -17.87997,  1939.250,   21.8834,  968.221,     69.182672,
2459532.500000000, ,m,   229.10832,  -18.14463,  1939.706,   21.6190,  968.551,     69.182690,
2459533.500000000, ,m,   230.13262,  -18.40398,  1940.153,   21.3470,  968.875,     69.182708,
2459534.500000000, ,m,   231.16038,  -18.65792,  1940.594,   21.0676,  969.192,     69.182726,
2459535.500000000, ,m,   232.19159,  -18.90635,  1941.026,   20.7808,  969.501,     69.182745,
2459536.500000000, ,m,   233.22625,  -19.14916,  1941.449,   20.4866,  969.803,     69.182764,
2459537.500000000, ,m,   234.26435,  -19.38626,  1941.863,   20.1851,  970.096,     69.182784,
2459538.500000000, ,m,   235.30588,  -19.61755,  1942.269,   19.8765,  970.382,     69.182804,
2459539.500000000, ,m,   236.35081,  -19.84293,  1942.665,   19.5606,  970.658,     69.182824,
2459540.500000000, ,m,   237.39912,  -20.06230,  1943.052,   19.2378,  970.927,     69.182845,
2459541.500000000, ,m,   238.45077,  -20.27557,  1943.430,   18.9079,  971.186,     69.182866,
2459542.500000000, ,m,   239.50575,  -20.48264,  1943.798,   18.5712,  971.438,     69.182887,
2459543.500000000, ,m,   240.56400,  -20.68342,  1944.158,   18.2276,  971.680,     69.182909,
2459544.500000000, ,m,   241.62547,  -20.87782,  1944.509,   17.8774,  971.914,     69.182931,
2459545.500000000, , ,   242.69012,  -21.06574,  1944.852,   17.5206,  972.139,     69.182953,
2459546.500000000, , ,   243.75788,  -21.24710,  1945.187,   17.1573,  972.356,     69.182976,
2459547.500000000, , ,   244.82869,  -21.42180,  1945.514,   16.7877,  972.564,     69.183000,
2459548.500000000, , ,   245.90246,  -21.58977,  1945.834,   16.4118,  972.765,     69.183023,
2459549.500000000, , ,   246.97912,  -21.75090,  1946.148,   16.0298,  972.957,     69.183047,
2459550.500000000, , ,   248.05857,  -21.90512,  1946.455,   15.6418,  973.142,     69.183072,
2459551.500000000, , ,   249.14071,  -22.05234,  1946.757,   15.2480,  973.319,     69.183096,
2459552.500000000, , ,   250.22542,  -22.19249,  1947.053,   14.8485,  973.489,     69.183121,
2459553.500000000, , ,   251.31257,  -22.32548,  1947.344,   14.4435,  973.651,     69.183147,
2459554.500000000, , ,   252.40205,  -22.45124,  1947.630,   14.0331,  973.806,     69.183172,
2459555.500000000, , ,   253.49372,  -22.56969,  1947.910,   13.6175,  973.953,     69.183198,
2459556.500000000, , ,   254.58745,  -22.68078,  1948.184,   13.1970, -974.092,     69.183224,
2459557.500000000, , ,   255.68311,  -22.78444,  1948.451,   12.7716, -974.223,     69.183250,
2459558.500000000, ,m,   256.78057,  -22.88062,  1948.710,   12.3415, -974.344,     69.183276,
2459559.500000000, ,m,   257.87972,  -22.96926,  1948.960,   11.9069, -974.457,     69.183303,
2459560.500000000, ,m,   258.98042,  -23.05032,  1949.202,   11.4681, -974.561,     69.183329,
2459561.500000000, ,m,   260.08256,  -23.12375,  1949.433,   11.0251, -974.654,     69.183356,
2459562.500000000, ,m,   261.18601,  -23.18953,  1949.655,   10.5781, -974.738,     69.183383,
2459563.500000000, ,m,   262.29064,  -23.24761,  1949.865,   10.1274, -974.812,     69.183410,
2459564.500000000, ,m,   263.39634,  -23.29796,  1950.065,    9.6731, -974.875,     69.183437,
2459565.500000000, ,m,   264.50298,  -23.34056,  1950.253,    9.2154, -974.928,     69.183464,
2459566.500000000, ,m,   265.61043,  -23.37539,  1950.429,    8.7546, -974.970,     69.183492,
2459567.500000000, ,m,   266.71857,  -23.40242,  1950.593,    8.2907, -975.001,     69.183519,
2459568.500000000, ,m,   267.82727,  -23.42165,  1950.746,    7.8240, -975.022,     69.183547,
2459569.500000000, ,m,   268.93641,  -23.43305,  1950.886,    7.3547, -975.033,     69.183575,
2459570.500000000, ,m,   270.04587,  -23.43662,  1951.014,    6.8830, -975.033,     69.183603,
2459571.500000000, ,m,   271.15550,  -23.43236,  1951.130,    6.4091, -975.022,     69.183631,
2459572.500000000, ,m,   272.26518,  -23.42027,  1951.234,    5.9331, -975.002,     69.183659,
2459573.500000000, ,m,   273.37479,  -23.40034,  1951.327,    5.4554, -974.972,     69.183688,
2459574.500000000, , ,   274.48419,  -23.37259,  1951.408,    4.9760, -974.932,     69.183716,
2459575.500000000, , ,   275.59325,  -23.33702,  1951.479,    4.4952, -974.882,     69.183745,
2459576.500000000, , ,   276.70183,  -23.29364,  1951.540,    4.0132, -974.824,     69.183774,
2459577.500000000, , ,   277.80979,  -23.24248,  1951.592,    3.5302, -974.758,     69.183803,
2459578.500000000, , ,   278.91700,  -23.18356,  1951.634,    3.0464, -974.683,     69.183832,
2459579.500000000, , ,   280.02330,  -23.11689,  1951.669,    2.5620, -974.601,     69.183861,
2459580.500000000, , ,   281.12855,  -23.04251,  1951.696,    2.0772, -974.511,     69.183891,
2459581.500000000, , ,   282.23259,  -22.96045,  1951.715,    1.5922, -974.415,     69.183920,
2459582.500000000, , ,   283.33527,  -22.87075,  1951.728,    1.1072, -974.312,     69.183950,
2459583.500000000, , ,   284.43644,  -22.77345,  1951.733,    0.6225, -974.203,     69.183979,
2459584.500000000, , ,   285.53594,  -22.66861,  1951.732,    0.1383, -974.087,     69.184009,
2459585.500000000, , ,   286.63364,  -22.55628,  1951.723,  359.6547, -973.965,     69.184038,
2459586.500000000, , ,   287.72941,  -22.43651,  1951.706,  359.1720, -973.836,     69.184067,
2459587.500000000, , ,   288.82311,  -22.30936,  1951.680,  358.6903, -973.701,     69.184097,
2459588.500000000, ,m,   289.91463,  -22.17490,  1951.645,  358.2098, -973.558,     69.184126,
2459589.500000000, ,m,   291.00387,  -22.03321,  1951.601,  357.7308, -973.409,     69.184155,
2459590.500000000, ,m,   292.09073,  -21.88434,  1951.546,  357.2533, -973.253,     69.184184,
2459591.500000000, ,m,   293.17510,  -21.72838,  1951.481,  356.7777, -973.090,     69.184213,
2459592.500000000, ,m,   294.25691,  -21.56540,  1951.405,  356.3039, -972.920,     69.184241,
2459593.500000000, ,m,   295.33608,  -21.39549,  1951.317,  355.8322, -972.742,     69.184270,
2459594.500000000, ,m,   296.41252,  -21.21871,  1951.218,  355.3628, -972.558,     69.184298,
2459595.500000000, ,m,   297.48617,  -21.03516,  1951.106,  354.8958, -972.367,     69.184327,
2459596.500000000, ,m,   298.55697,  -20.84492,  1950.983,  354.4313, -972.169,     69.184355,
2459597.500000000, ,m,   299.62486,  -20.64807,  1950.847,  353.9696, -971.963,     69.184383,
2459598.500000000, ,m,   300.68980,  -20.44472,  1950.699,  353.5107, -971.752,     69.184411,
2459599.500000000, ,m,   301.75172,  -20.23494,  1950.539,  353.0548, -971.534,     69.184439,
2459600.500000000, ,m,   302.81060,  -20.01883,  1950.367,  352.6020, -971.309,     69.184466,
2459601.500000000, ,m,   303.86639,  -19.79647,  1950.183,  352.1525, -971.079,     69.184494,
2459602.500000000, ,m,   304.91907,  -19.56798,  1949.987,  351.7064, -970.844,     69.184522,
2459603.500000000, ,m,   305.96859,  -19.33344,  1949.781,  351.2638, -970.603,     69.184549,
2459604.500000000, , ,   307.01494,  -19.09294,  1949.564,  350.8249, -970.358,     69.184576,
2459605.500000000, , ,   308.05808,  -18.84659,  1949.338,  350.3897, -970.109,     69.184604,
2459606.500000000, , ,   309.09798,  -18.59450,  1949.103,  349.9584, -969.856,     69.184631,
2459607.500000000, , ,   310.13463,  -18.33675,  1948.859,  349.5310, -969.600,     69.184658,
